"","Blongum_20_1_S82_aligned.bam","Blongum_20_2_S83_aligned.bam","Blongum_20_3_S84_aligned.bam","Blongum_20_4_S85_aligned.bam","Blongum_20_5_S86_aligned.bam","Blongum_200_1_S87_aligned.bam","Blongum_200_2_S88_aligned.bam","Blongum_200_3_S89_aligned.bam","Blongum_200_4_S90_aligned.bam","Blongum_200_5_S91_aligned.bam","Blongum_Veh_1_S77_aligned.bam","Blongum_Veh_2_S78_aligned.bam","Blongum_Veh_3_S79_aligned.bam","Blongum_Veh_4_S80_aligned.bam","Blongum_Veh_5_S81_aligned.bam"
"BLLJ_RS07955",79,132,184,205,79,96,36,39,48,72,82,113,104,81,95
"BLLJ_RS07960",102,132,169,170,100,63,36,27,40,63,81,121,74,86,61
"BLLJ_RS07965",86,117,139,161,89,42,35,16,39,76,72,108,59,95,69
"BLLJ_RS07970",68,76,128,102,37,37,22,16,22,31,56,74,46,75,32
"BLLJ_RS07975",133,208,266,254,144,50,37,26,74,80,124,125,92,151,74
"BLLJ_RS07980",101,144,162,200,143,170,102,26,85,140,160,201,97,153,141
"BLLJ_RS07985",179,247,339,288,191,284,214,68,149,231,234,310,205,256,217
"BLLJ_RS07990",1240,1607,1652,1910,1004,1526,1267,607,899,789,1311,1733,1147,1475,1289
"BLLJ_RS08000",297,382,550,550,362,345,240,113,296,414,388,540,339,456,422
"BLLJ_RS08005",167,259,312,310,199,156,115,69,156,215,105,149,80,129,96
"BLLJ_RS08010",474,662,931,824,395,1456,866,655,1020,1485,479,688,369,440,431
"BLLJ_RS11190",118,173,234,179,100,343,216,157,189,280,118,152,126,113,127
"BLLJ_RS08020",17,33,43,32,27,10,8,10,11,20,8,11,18,11,25
"BLLJ_RS08025",21,32,51,60,33,24,26,17,14,42,18,32,11,25,20
"BLLJ_RS08030",380,496,621,562,405,646,437,319,527,913,317,347,201,284,296
"BLLJ_RS08035",9,16,20,17,16,15,10,3,16,18,16,16,14,14,13
"BLLJ_RS08040",10,6,14,13,9,10,4,3,11,12,10,19,7,23,21
"BLLJ_RS08045",25,30,37,32,20,32,20,12,34,40,27,54,31,27,28
"BLLJ_RS08050",87,99,122,143,78,188,132,70,136,219,103,92,74,87,86
"BLLJ_RS08055",347,480,559,626,321,1335,916,562,1005,2017,430,536,335,492,439
"BLLJ_RS08060",39,40,58,40,34,22,22,20,33,53,29,37,26,27,36
"BLLJ_RS08065",32,48,48,64,23,28,25,9,21,44,30,56,34,40,27
"BLLJ_RS11195",153,169,200,211,151,68,30,38,71,147,194,147,102,182,216
"BLLJ_RS08075",2000,2221,2872,2934,2077,419,221,417,812,1690,2731,2421,1645,2570,2315
"BLLJ_RS08080",2532,2634,2949,3219,2099,814,355,550,1270,2047,3923,4004,2489,3929,3971
"BLLJ_RS08085",9822,12879,15300,16943,9397,1659,803,1288,2789,4739,11101,12830,9182,12690,9428
"BLLJ_RS08090",757,1027,1316,1460,662,775,541,493,984,1251,692,1009,632,787,588
"BLLJ_RS08095",284,391,437,469,309,345,218,190,349,552,284,454,226,339,255
"BLLJ_RS08100",341,488,726,725,352,177,123,75,142,280,234,271,222,337,178
"BLLJ_RS08110",336,512,600,614,382,324,218,120,246,372,393,408,363,475,345
"BLLJ_RS08115",610,923,1342,1236,695,2182,1390,829,1596,2493,1000,1544,795,1013,980
"BLLJ_RS08120",527,737,1115,996,609,2868,1701,906,1857,2691,712,1161,499,727,689
"BLLJ_RS08125",171,207,335,215,156,795,558,279,332,738,241,333,203,193,284
"BLLJ_RS08130",141,233,280,277,171,319,236,140,226,437,122,180,128,145,139
"BLLJ_RS08135",82,109,177,135,127,316,208,131,209,363,110,133,69,96,129
"BLLJ_RS08140",2215,3188,4501,3677,2108,9459,7010,4393,7233,11631,2545,3151,2048,2261,2411
"BLLJ_RS08145",876,1036,1416,1166,835,3171,2191,1246,2111,2616,763,1054,677,740,762
"BLLJ_RS08150",26,36,70,50,24,65,41,23,27,43,32,55,37,41,33
"BLLJ_RS08155",220,295,372,413,208,300,191,125,180,335,224,257,195,221,184
"BLLJ_RS08160",199,235,319,254,170,171,143,102,184,308,191,191,112,147,166
"BLLJ_RS08165",232,373,538,459,225,362,237,167,297,413,266,323,252,260,260
"BLLJ_RS08170",266,353,490,422,230,1565,1080,613,1053,1353,336,479,260,248,323
"BLLJ_RS08175",406,532,775,706,411,1813,1224,873,1269,2098,487,553,385,408,429
"BLLJ_RS08180",261,379,479,456,243,553,360,228,412,563,323,457,257,337,354
"BLLJ_RS08185",3791,6754,10498,8234,5125,13505,10454,8728,14156,27777,5108,6353,4026,4413,5903
"BLLJ_RS08190",209,371,494,548,281,5964,3691,2245,4917,8429,316,565,287,331,449
"BLLJ_RS08195",356,518,824,699,380,691,397,260,456,718,460,609,277,390,385
"BLLJ_RS08210",112,145,216,178,111,118,85,49,86,145,107,125,94,88,96
"BLLJ_RS08215",221,230,297,270,198,216,153,98,163,291,207,253,183,227,171
"BLLJ_RS08225",175,284,381,302,132,217,101,60,176,188,243,307,159,223,153
"BLLJ_RS08230",30,51,82,87,39,35,21,17,16,27,39,61,41,35,24
"BLLJ_RS08235",56,95,87,94,38,165,110,31,44,100,69,69,56,64,38
"BLLJ_RS08240",225,355,483,385,212,856,609,241,391,536,288,373,248,267,234
"BLLJ_RS08245",379,591,809,676,377,841,534,326,551,772,440,578,345,364,374
"BLLJ_RS08250",1010,1492,1713,2022,1044,1650,1159,646,1414,1670,1486,2082,1126,1777,1561
"BLLJ_RS08255",14107,18491,25296,24420,18068,26068,16533,19074,28446,42127,17752,21353,16297,17611,14518
"BLLJ_RS08260",611,757,942,959,452,1398,846,405,605,911,696,877,567,659,619
"BLLJ_RS08265",771,982,1558,1316,727,1543,945,461,907,1320,1006,1439,733,824,805
"BLLJ_RS08270",798,996,1430,1372,619,2066,1360,604,1078,1426,981,1447,987,976,877
"BLLJ_RS08275",538,813,1129,1033,538,483,326,335,472,1171,485,634,413,479,473
"BLLJ_RS08280",144,162,258,233,136,228,133,74,163,213,186,209,147,184,184
"BLLJ_RS08285",456,536,792,766,437,476,340,225,385,607,495,606,428,426,417
"BLLJ_RS08290",1549,2170,2961,2787,1645,3289,2257,1475,2394,3280,2148,3411,2040,2114,2378
"BLLJ_RS08295",14937,22265,25414,26146,17122,22331,17080,12887,26170,38116,11615,17243,13907,14907,10633
"BLLJ_RS08300",81,79,124,86,64,117,73,39,63,112,71,113,54,72,66
"BLLJ_RS08305",388,553,735,808,459,468,292,169,317,460,394,536,309,425,360
"BLLJ_RS08315",168,281,300,354,203,130,98,30,91,133,192,207,174,172,149
"BLLJ_RS08320",521,711,979,1029,576,2543,1646,1408,2714,3360,572,821,505,612,529
"BLLJ_RS08325",152,238,287,325,174,898,501,413,1076,1281,199,303,163,191,218
"BLLJ_RS08330",289,448,508,560,268,536,402,190,372,513,283,369,251,326,275
"BLLJ_RS08335",238,354,466,461,230,1017,717,336,443,640,243,403,229,246,243
"BLLJ_RS10605",866,1186,1420,1548,756,3242,2301,1023,1315,2170,803,1207,811,850,744
"BLLJ_RS08345",498,719,896,1024,540,808,544,257,429,687,449,648,426,559,424
"BLLJ_RS08350",100,194,243,259,124,212,203,67,158,307,165,193,116,125,108
"BLLJ_RS08355",6380,9966,13401,13415,7046,12385,8935,8065,15255,25418,7630,9267,6404,9122,7489
"BLLJ_RS08360",1025,1407,1709,1652,1005,1339,817,736,1408,2354,1203,1228,705,1137,1064
"BLLJ_RS08365",984,1501,1695,1767,1188,1462,920,748,1701,2491,1325,1523,878,1257,1131
"BLLJ_RS08370",2816,3830,4834,4852,3038,4816,3010,2548,4321,7619,3792,4213,2614,3739,3678
"BLLJ_RS08375",3448,4186,5608,5162,3940,4124,2358,2600,3857,7460,3389,3618,2632,3424,2975
"BLLJ_RS08380",5214,6260,7495,7242,4948,7740,4735,5001,6666,12893,5472,5698,3864,5172,5106
"BLLJ_RS08385",49442,65402,89593,78948,48369,47459,30998,33837,45797,94123,43552,49196,36482,41539,40762
"BLLJ_RS11270",237,258,399,389,179,230,179,76,130,135,217,252,195,236,188
"BLLJ_RS08395",610,912,1184,1183,610,663,516,296,593,992,564,750,494,653,539
"BLLJ_RS08400",540,891,1219,1043,609,751,489,378,602,1085,553,739,519,579,440
"BLLJ_RS08405",133,211,306,283,165,171,136,74,131,270,158,238,160,200,176
"BLLJ_RS08410",613,814,1039,1066,615,600,463,258,481,728,579,798,491,622,557
"BLLJ_RS08415",24747,35722,44416,48874,28055,15858,10629,12130,20355,41105,25610,26412,17997,28633,20387
"BLLJ_RS08420",8262,10612,11164,12116,7777,5039,3587,3160,5679,7824,8001,8649,6173,9091,5426
"BLLJ_RS08425",164,238,280,291,193,158,93,45,96,186,140,156,90,157,138
"BLLJ_RS08430",75,107,153,171,82,101,66,54,117,105,94,140,90,104,79
"BLLJ_RS08435",311,496,536,639,246,1227,837,619,1534,1157,348,455,317,367,329
"BLLJ_RS08440",508,794,916,961,588,1708,1203,1026,1970,2135,456,572,419,521,436
"BLLJ_RS11275",35,53,25,47,34,20,15,13,16,27,11,20,16,23,7
"BLLJ_RS08450",150,250,355,335,199,458,270,154,327,398,253,300,184,223,232
"BLLJ_RS08455",1739,2395,3220,3379,1919,2291,1528,1165,2456,3188,2121,3422,2114,2273,2159
"BLLJ_RS10625",369,534,605,678,263,702,788,272,554,175,473,576,184,434,645
"BLLJ_RS08460",475,800,957,1025,588,718,467,217,542,627,621,893,636,716,492
"BLLJ_RS08465",611,843,1038,1067,606,765,476,325,593,917,636,842,543,567,558
"BLLJ_RS08470",140,164,269,280,153,220,129,48,112,179,168,214,146,184,133
"BLLJ_RS08475",183,290,357,392,203,242,170,73,109,174,203,305,242,220,216
"BLLJ_RS08480",70,140,194,185,71,124,92,42,60,126,98,135,71,115,104
"BLLJ_RS08485",1135,1645,2174,2170,1095,1522,1135,559,867,1592,1262,1493,1049,1161,965
"BLLJ_RS08490",654,1110,1317,1292,773,807,670,335,710,1246,656,802,487,771,641
"BLLJ_RS08495",134,174,200,240,118,204,112,54,119,191,145,188,122,148,125
"BLLJ_RS08500",149,243,279,303,184,309,201,105,194,246,229,358,185,227,200
"BLLJ_RS08505",93,156,190,224,121,173,83,81,124,256,146,187,140,184,152
"BLLJ_RS08515",130,184,221,245,109,161,98,55,95,178,151,216,144,168,117
"BLLJ_RS08520",97,121,200,159,77,80,55,14,63,72,138,148,96,99,59
"BLLJ_RS11465",2,2,4,11,6,4,0,0,5,1,2,4,1,7,1
"BLLJ_RS08525",85,115,212,169,96,156,112,87,95,231,114,183,137,126,100
"BLLJ_RS08530",411,741,910,926,448,357,361,154,232,448,414,447,331,432,338
"BLLJ_RS08535",1404,2013,2591,2675,1646,1207,1010,488,686,1592,1436,1389,976,1448,1330
"BLLJ_RS08540",1462,1931,2527,2812,1329,1436,1115,555,871,1729,1491,1487,1178,1526,1299
"BLLJ_RS08545",3062,4418,4851,5943,2881,3353,2380,1091,2150,2809,3091,3854,2837,3387,2668
"BLLJ_RS08550",1421,1921,2223,2565,1553,1555,1085,432,1053,1378,1271,1768,1114,1534,1220
"BLLJ_RS08555",2901,4081,4762,6037,3077,3331,2407,1178,2225,2521,2559,4158,3066,3194,2516
"BLLJ_RS08560",703,1187,1641,1578,760,1920,1548,548,1140,2015,941,1299,760,1192,1290
"BLLJ_RS08565",1126,1727,2195,2188,1164,1805,1361,677,1114,2225,1164,1485,1012,1247,1110
"BLLJ_RS08570",579,850,1145,1163,613,733,520,293,392,632,569,628,488,620,519
"BLLJ_RS08575",330,537,622,733,440,418,327,173,269,446,327,387,230,382,332
"BLLJ_RS08580",809,1251,1667,1665,1044,779,699,344,507,1030,753,818,639,822,709
"BLLJ_RS08585",606,853,907,1064,579,777,603,271,490,772,684,722,515,691,641
"BLLJ_RS08590",1498,2168,2623,2968,1898,2186,1591,695,1483,2121,2174,2289,1563,2094,1759
"BLLJ_RS08595",964,1168,1555,1608,825,1369,916,470,677,1085,1142,1216,859,1037,998
"BLLJ_RS08600",388,408,526,573,455,384,279,137,254,409,445,389,297,396,367
"BLLJ_RS08605",2301,3128,3985,4268,2342,2648,2132,1116,1880,3156,2549,2785,2201,2510,2300
"BLLJ_RS08610",566,712,894,927,507,664,471,245,360,673,631,645,384,573,530
"BLLJ_RS08615",725,918,1191,1301,777,805,555,274,365,836,668,792,505,774,608
"BLLJ_RS08620",686,988,1186,1221,642,834,642,311,525,747,916,982,621,894,794
"BLLJ_RS08625",327,446,538,552,325,408,320,155,240,332,395,366,293,368,347
"BLLJ_RS08630",586,742,894,930,687,590,437,232,365,520,635,686,452,621,521
"BLLJ_RS08635",1529,2119,2572,2895,1914,1601,1154,567,1012,1557,1466,1588,1180,1404,1204
"BLLJ_RS08640",490,728,826,915,487,488,390,146,360,435,571,623,417,642,530
"BLLJ_RS08645",328,443,492,587,252,341,276,119,210,247,397,393,261,412,355
"BLLJ_RS08650",1746,2421,2968,3222,1776,1732,1312,566,1115,1737,1957,2042,1478,2035,1608
"BLLJ_RS08655",508,573,751,760,407,540,352,162,301,435,491,560,342,531,410
"BLLJ_RS08660",1948,2757,3414,3720,2049,1627,1236,623,1058,1941,1847,1997,1432,2205,1561
"BLLJ_RS08665",1986,2570,3320,3581,1855,1668,1286,710,1105,2153,1797,1954,1391,1941,1580
"BLLJ_RS08670",2278,3340,3798,4437,1743,2883,1986,884,1647,2630,2324,3270,2296,2669,2145
"BLLJ_RS08675",169,235,323,355,178,268,132,117,187,299,157,252,149,173,161
"BLLJ_RS08680",2306,3204,4057,4338,2572,5335,4038,1716,2827,4538,2596,3155,2047,2666,2802
"BLLJ_RS08685",168,234,315,378,193,1043,669,365,748,930,284,503,277,293,311
"BLLJ_RS08690",1126,1526,2012,1639,992,1469,1002,735,1347,1616,1007,1186,783,918,765
"BLLJ_RS08695",1638,2957,3811,3744,2183,857,846,504,806,1808,1359,1313,1004,1476,1190
"BLLJ_RS08700",5271,8739,10322,11060,5471,5078,3551,1958,3963,5941,5258,6781,4669,5679,4404
"BLLJ_RS08705",5196,6603,8888,8902,5876,3969,2521,2235,3793,7076,4943,5954,4376,4889,3834
"BLLJ_RS08710",180,278,362,389,216,230,199,130,217,439,172,199,123,171,151
"BLLJ_RS08715",38,48,78,43,70,57,38,14,24,66,35,57,33,38,41
"BLLJ_RS08720",167,215,357,319,196,213,135,89,181,335,188,213,135,199,165
"BLLJ_RS08725",1110,1264,1636,1847,1013,691,490,319,542,1109,1031,1262,931,1122,838
"BLLJ_RS08735",47,54,82,83,67,54,29,22,33,57,60,57,37,55,37
"BLLJ_RS08740",60,107,120,142,94,84,65,46,77,99,84,117,69,71,67
"BLLJ_RS08745",179,202,263,304,175,142,95,83,103,226,147,191,157,185,157
"BLLJ_RS08750",520,684,956,943,501,745,450,227,465,622,615,858,388,623,406
"BLLJ_RS08755",232,369,491,461,239,402,273,118,265,459,278,370,245,317,228
"BLLJ_RS08760",445,630,926,816,558,851,594,466,706,1212,546,754,426,539,523
"BLLJ_RS08765",673,1034,1095,1344,531,848,589,198,520,370,860,1248,680,931,797
"BLLJ_RS08785",82,150,176,165,83,82,56,39,71,114,78,91,69,94,76
"BLLJ_RS10635",53,62,80,97,55,66,47,37,38,69,32,39,36,54,35
"BLLJ_RS08790",1408,2371,2406,2912,1136,19300,16362,4886,11445,5783,1737,2700,1478,2178,2103
"BLLJ_RS08795",1957,2604,3443,3783,2360,2856,1940,1287,2221,3437,2485,3226,2242,2423,2073
"BLLJ_RS08800",140,210,239,277,201,179,133,66,132,191,152,225,136,160,131
"BLLJ_RS08805",51,60,86,94,76,97,48,29,60,77,71,85,60,55,56
"BLLJ_RS08810",76,101,120,129,52,115,55,20,44,49,90,128,84,92,69
"BLLJ_RS08815",65,100,103,114,52,95,56,11,36,107,60,98,49,82,49
"BLLJ_RS08820",182,200,294,293,142,236,172,126,174,219,250,304,144,222,187
"BLLJ_RS08825",3243,4065,5772,5155,3527,4643,2949,2285,3992,6179,3512,4856,3088,3589,3232
"BLLJ_RS08830",1602,2158,2697,2999,1580,2699,1650,1074,2054,3196,1854,2893,1812,2066,1760
"BLLJ_RS08835",3759,5465,7208,7413,4416,4524,3900,1897,2773,5763,2946,3525,2587,3898,3660
"BLLJ_RS08840",5334,8244,9959,11065,4912,7051,5585,2923,4309,9258,4808,6256,4830,5882,5476
"BLLJ_RS08845",102,128,205,172,132,165,131,93,147,300,95,129,73,107,98
"BLLJ_RS08850",698,1155,1637,1534,844,473,321,184,376,700,737,793,581,696,542
"BLLJ_RS08855",1023,1340,1707,1678,1038,1306,982,486,861,1499,1047,1202,787,1214,936
"BLLJ_RS08860",1128,1598,1710,2169,799,1492,1094,523,983,757,1172,1586,1368,1139,963
"BLLJ_RS08865",66,85,117,122,75,140,100,45,61,126,105,156,60,100,99
"BLLJ_RS08870",1462,2131,4304,2565,1617,6909,3792,2230,3001,7515,3582,5868,2430,2359,5429
"BLLJ_RS08875",4461,5804,10208,6735,4696,13042,7155,5026,6848,15586,6363,8876,4735,3750,7811
"BLLJ_RS08880",36,73,111,72,54,79,57,24,40,71,46,51,47,41,27
"BLLJ_RS11470",41,69,70,100,63,32,32,13,31,63,54,76,39,43,45
"BLLJ_RS08890",9,20,19,30,17,7,4,1,6,11,14,10,8,17,5
"BLLJ_RS11200",180,216,271,246,127,245,138,62,153,184,167,259,136,166,132
"BLLJ_RS11290",11,7,14,18,14,14,3,3,11,15,10,9,6,6,6
"BLLJ_RS08900",17,28,28,32,34,35,17,12,29,41,22,33,34,21,24
"BLLJ_RS08905",93,160,195,215,121,116,47,39,69,87,119,169,96,129,82
"BLLJ_RS08910",162,222,259,326,192,111,94,65,112,181,143,212,132,177,136
"BLLJ_RS08920",126,128,171,203,131,92,57,39,51,103,98,159,102,111,81
"BLLJ_RS08925",119,164,190,151,134,100,61,36,97,119,120,167,98,173,106
"BLLJ_RS08930",157,217,310,303,209,93,72,39,79,154,140,191,152,157,128
"BLLJ_RS08935",1708,2323,3189,3180,1900,2412,1867,1144,1776,3184,1286,1686,1154,1433,1101
"BLLJ_RS08940",227,353,411,462,341,315,227,130,287,365,212,240,167,229,187
"BLLJ_RS08945",1123,1514,1871,2151,1137,1359,992,539,1167,1548,1097,1495,954,1233,950
"BLLJ_RS08950",230,494,687,733,285,146,97,50,101,159,239,342,201,294,242
"BLLJ_RS08955",662,982,1421,1422,786,470,369,302,529,1043,697,949,714,809,619
"BLLJ_RS08960",670,1010,1341,1422,803,964,629,462,801,1282,799,1054,677,855,723
"BLLJ_RS08965",381,630,814,747,518,382,332,265,392,734,376,488,327,413,351
"BLLJ_RS08970",195,243,317,304,227,249,127,85,161,245,233,240,123,226,205
"BLLJ_RS08975",364,484,614,575,370,545,329,210,469,502,385,552,291,377,329
"BLLJ_RS08995",5008,7122,9332,9941,5980,4885,3888,2255,3587,6335,4630,5683,4691,4918,3990
"BLLJ_RS09000",5457,8473,9812,11228,4812,6262,4468,2428,4435,6269,4762,6873,5835,6318,4589
"BLLJ_RS09005",1367,1771,2374,2479,1390,2506,1602,651,1320,1829,1488,1971,1231,1371,1195
"BLLJ_RS09010",289,410,456,548,233,861,572,208,476,490,468,651,281,440,481
"BLLJ_RS09020",603,952,1139,1189,666,770,519,297,631,849,653,790,500,762,636
"BLLJ_RS09025",95,185,232,224,149,99,80,55,65,124,96,137,66,98,81
"BLLJ_RS09030",334,502,633,720,415,370,298,147,269,487,306,443,270,366,249
"BLLJ_RS09035",657,735,1046,972,552,1055,722,360,496,699,723,978,529,611,528
"BLLJ_RS09040",2047,2888,3710,3877,1973,4380,2895,1080,2179,2715,2296,3421,2111,2559,2124
"BLLJ_RS09045",1320,1755,2120,1953,1417,1853,1501,714,1314,1651,1183,1537,858,1288,1044
"BLLJ_RS09050",435,609,715,758,476,520,432,279,535,920,483,565,394,526,482
"BLLJ_RS09055",268,319,413,433,286,330,187,90,235,276,291,419,219,257,230
"BLLJ_RS09060",295,482,587,588,338,356,311,113,245,413,308,419,257,275,223
"BLLJ_RS09065",301,455,555,550,336,191,149,53,122,250,224,310,141,246,167
"BLLJ_RS09070",120,145,249,207,134,147,89,47,98,175,121,171,128,169,118
"BLLJ_RS09075",123,169,201,230,132,87,93,46,70,148,120,137,78,117,124
"BLLJ_RS09080",443,684,780,836,497,462,348,215,442,719,463,592,407,539,422
"BLLJ_RS09085",247,372,538,529,286,334,181,133,226,471,303,386,255,281,285
"BLLJ_RS09090",377,564,723,759,445,263,231,131,244,477,306,478,305,373,332
"BLLJ_RS09095",37,56,69,72,61,119,56,46,79,124,42,85,46,40,65
"BLLJ_RS09100",101,125,149,172,80,105,74,50,92,147,104,155,82,87,67
"BLLJ_RS09105",209,286,357,446,223,184,133,83,159,227,230,261,170,196,166
"BLLJ_RS09110",607,867,749,1460,678,265,179,69,200,298,587,892,523,984,558
"BLLJ_RS09115",732,1078,1465,1305,754,1275,914,468,1153,1568,829,1106,687,954,704
"BLLJ_RS09120",1560,2247,3024,2723,1740,1769,1372,762,1501,2556,1485,2003,1210,1669,1443
"BLLJ_RS09125",517,803,984,946,586,378,234,200,395,863,410,520,364,420,361
"BLLJ_RS09130",129,165,259,239,146,135,91,64,121,207,155,174,101,178,152
"BLLJ_RS09135",149,237,333,309,171,178,142,102,179,351,187,265,170,211,193
"BLLJ_RS09140",555,825,1005,1029,675,781,460,279,650,761,592,743,416,634,546
"BLLJ_RS09145",615,817,1058,1125,609,981,639,438,701,986,670,1006,640,694,545
"BLLJ_RS09150",1236,1838,2284,2227,1533,936,668,501,1009,1826,1311,1520,1078,1417,1117
"BLLJ_RS09155",808,1189,1599,1470,853,1222,907,572,1295,1504,807,1136,641,907,831
"BLLJ_RS11205",170,213,318,331,212,182,125,74,140,218,126,188,139,155,143
"BLLJ_RS09165",170,231,295,344,170,236,125,82,187,242,192,282,177,242,176
"BLLJ_RS09170",406,629,1044,705,432,386,319,211,345,805,286,351,247,275,364
"BLLJ_RS09175",119,160,203,187,89,231,154,87,114,250,117,152,73,135,118
"BLLJ_RS09180",580,803,966,1021,657,1953,1463,1008,1356,2302,654,838,586,644,591
"BLLJ_RS09185",53,81,122,109,56,124,84,39,60,129,56,61,54,70,45
"BLLJ_RS09190",501,730,971,1073,627,1858,1537,702,1097,1628,374,525,398,479,325
"BLLJ_RS09195",68,115,156,162,99,40,46,10,49,59,75,130,68,89,75
"BLLJ_RS09200",18,38,53,42,29,51,23,9,22,45,43,48,32,32,30
"BLLJ_RS11295",16,12,13,23,11,9,6,2,12,13,6,17,14,10,3
"BLLJ_RS09205",529,833,1127,1009,700,659,496,372,625,1352,753,863,584,802,773
"BLLJ_RS09210",2057,3416,4488,4937,2494,3475,2268,2124,3544,7610,3440,4620,2813,3790,3278
"BLLJ_RS09215",184,272,333,349,175,1157,710,357,808,877,354,558,255,371,438
"BLLJ_RS09220",317,448,644,646,338,619,420,269,482,821,398,518,307,460,449
"BLLJ_RS09225",334,484,550,637,301,660,406,265,477,644,394,643,382,408,405
"BLLJ_RS11475",80,128,139,177,56,256,119,44,102,161,136,219,103,170,137
"BLLJ_RS11480",33,52,72,54,23,71,68,10,54,40,60,85,34,59,38
"BLLJ_RS09235",195,185,220,203,104,478,338,86,178,229,239,412,153,247,221
"BLLJ_RS09240",282,267,413,378,182,745,489,202,361,446,376,526,262,311,292
"BLLJ_RS09245",428,504,646,565,323,1053,757,287,589,845,561,816,447,492,506
"BLLJ_RS09250",331,355,394,410,190,808,520,144,338,342,405,500,274,339,330
"BLLJ_RS09255",520,726,871,856,442,1137,725,276,535,866,729,1061,615,576,607
"BLLJ_RS09260",337,422,529,508,217,833,513,231,367,516,466,701,376,425,435
"BLLJ_RS09265",126,146,189,193,53,377,297,100,217,217,224,309,150,165,236
"BLLJ_RS09270",39,92,105,87,30,122,67,21,61,98,96,133,56,87,74
"BLLJ_RS10965",7,11,21,19,6,21,11,3,9,5,13,18,11,17,15
"BLLJ_RS10705",29,19,62,30,22,13,8,10,15,21,19,22,18,31,20
"BLLJ_RS09280",118,169,204,208,141,104,69,51,79,113,102,134,88,113,91
"BLLJ_RS09285",59,85,127,132,108,56,47,19,40,71,76,81,60,53,52
"BLLJ_RS11485",66,161,180,169,71,127,77,28,108,117,151,235,112,155,173
"BLLJ_RS09300",130,148,218,237,167,223,160,89,168,304,136,206,80,167,101
"BLLJ_RS09305",1342,1857,2469,2429,1655,3280,2172,1584,2661,4068,1897,2520,1545,1927,1747
"BLLJ_RS09310",297,388,611,572,325,440,367,185,301,480,329,479,286,337,317
"BLLJ_RS09315",192,240,351,319,164,305,207,93,193,280,240,299,208,242,205
"BLLJ_RS09320",893,1262,1577,1500,967,1393,866,541,1059,1569,1030,1221,693,1031,949
"BLLJ_RS09325",84,71,135,119,70,47,35,23,33,59,68,92,64,78,64
"BLLJ_RS09330",248,340,417,431,245,236,147,74,163,292,266,412,230,311,222
"BLLJ_RS09335",137,180,234,254,143,264,153,69,173,222,161,284,159,202,185
"BLLJ_RS09340",685,1097,1280,1392,745,753,436,311,673,1018,887,1257,730,974,809
"BLLJ_RS09345",106,155,221,209,108,61,38,33,58,85,107,138,85,112,79
"BLLJ_RS11490",40,52,58,63,31,94,44,16,24,65,49,88,52,41,30
"BLLJ_RS10715",225,279,357,341,177,454,362,147,251,371,223,303,212,228,201
"BLLJ_RS09360",873,1192,1520,1608,828,2351,1608,799,1429,2009,1213,1734,1032,1115,1010
"BLLJ_RS09365",525,801,1070,977,516,3282,2579,1180,1808,2305,685,858,495,683,881
"BLLJ_RS09370",312,526,703,738,322,1900,1443,731,1035,1686,416,592,347,420,650
"BLLJ_RS09375",94,97,157,151,66,146,107,43,80,134,95,148,73,92,95
"BLLJ_RS09380",275,444,566,592,296,413,261,198,372,465,291,458,287,286,290
"BLLJ_RS09385",2030,2692,3385,3345,2073,3825,2608,1619,2853,4437,2125,2885,1750,2131,1879
"BLLJ_RS09390",627,751,1013,1254,701,676,422,278,519,833,661,835,517,585,569
"BLLJ_RS09395",93,152,201,195,115,225,130,65,150,227,183,244,124,134,177
"BLLJ_RS09400",114,108,178,170,123,216,152,90,161,307,102,129,97,111,114
"BLLJ_RS09405",283,356,491,494,279,402,266,193,286,554,279,370,253,274,243
"BLLJ_RS09410",69,102,116,125,75,69,43,27,40,108,67,78,68,90,58
"BLLJ_RS09415",104,167,211,227,105,268,171,124,205,370,152,263,137,154,180
"BLLJ_RS09420",89,126,166,120,88,90,63,36,58,125,83,102,76,100,77
"BLLJ_RS09425",75,123,130,160,115,124,74,46,93,143,66,94,104,93,75
"BLLJ_RS09430",166,228,279,331,176,274,190,97,202,287,160,205,142,180,153
"BLLJ_RS09435",111,123,174,165,97,103,77,54,109,179,110,186,110,112,140
"BLLJ_RS09440",446,750,806,865,561,388,280,173,307,569,429,585,460,539,398
"BLLJ_RS09450",61,94,115,118,63,106,62,48,62,92,79,111,53,78,68
"BLLJ_RS11210",8,13,25,26,19,9,11,5,13,21,15,31,8,24,15
"BLLJ_RS09460",193,274,354,339,165,127,89,56,106,215,141,162,112,178,104
"BLLJ_RS09470",598,999,1558,1458,809,2125,1335,1269,2044,3641,1005,1311,825,1007,1204
"BLLJ_RS09475",151,189,296,247,156,424,286,109,210,289,163,196,136,144,141
"BLLJ_RS09480",324,482,657,515,320,3054,2458,1136,1190,2265,291,395,242,269,268
"BLLJ_RS09485",391,717,1033,714,378,4716,3477,1500,1820,3103,384,539,381,319,417
"BLLJ_RS09490",46,104,127,106,35,191,126,39,112,88,42,80,39,64,52
"BLLJ_RS09495",42,73,101,83,25,79,51,25,47,59,55,81,39,48,29
"BLLJ_RS09500",1254,1601,2246,1951,1162,2129,1373,1053,1397,2726,1829,2347,1472,1510,1926
